locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNHBCBPK_01443	CDS	426	rplK			50S ribosomal protein L11
HNHBCBPK_01444	CDS	561				hypothetical protein
HNHBCBPK_01445	CDS	378				hypothetical protein
HNHBCBPK_01446	CDS	582				hypothetical protein
HNHBCBPK_01447	CDS	348	rbfA			Ribosome-binding factor A
HNHBCBPK_01448	CDS	2430	infB			Translation initiation factor IF-2
HNHBCBPK_01449	CDS	300	rplGA		COG1358	putative ribosomal protein YlxQ
HNHBCBPK_01450	CDS	294				hypothetical protein
HNHBCBPK_01451	CDS	1224	nusA		COG0195	Transcription termination/antitermination protein NusA
HNHBCBPK_01452	CDS	471	rimP		COG0779	Ribosome maturation factor RimP
HNHBCBPK_01453	CDS	510				hypothetical protein
HNHBCBPK_01454	CDS	999				hypothetical protein
HNHBCBPK_01455	CDS	1770	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
HNHBCBPK_01456	CDS	732	lytR		COG3279	Sensory transduction protein LytR
HNHBCBPK_01457	CDS	444	lrgA_1		COG1380	Antiholin-like protein LrgA
HNHBCBPK_01458	CDS	687	lrgB_1		COG1346	Antiholin-like protein LrgB
HNHBCBPK_01459	CDS	306				hypothetical protein
HNHBCBPK_01460	CDS	1716				hypothetical protein
HNHBCBPK_01461	CDS	1203				hypothetical protein
HNHBCBPK_01462	CDS	1311	der		COG1160	GTPase Der
HNHBCBPK_01463	CDS	711	frp	1.5.1.38		NADPH-flavin oxidoreductase
HNHBCBPK_01464	CDS	903	dnaI		COG1484	Primosomal protein DnaI
HNHBCBPK_01465	CDS	1209				hypothetical protein
HNHBCBPK_01466	CDS	471	nrdR		COG1327	Transcriptional repressor NrdR
HNHBCBPK_01467	CDS	639	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HNHBCBPK_01468	CDS	789				hypothetical protein
HNHBCBPK_01469	CDS	1038				hypothetical protein
HNHBCBPK_01470	CDS	738	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
HNHBCBPK_01471	CDS	405	hit_2		COG0537	Protein hit
HNHBCBPK_01472	CDS	279				hypothetical protein
HNHBCBPK_01473	CDS	522				hypothetical protein
HNHBCBPK_01474	CDS	1092				hypothetical protein
HNHBCBPK_01475	CDS	1320	steT		COG0531	Serine/threonine exchanger SteT
HNHBCBPK_01476	CDS	945	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
HNHBCBPK_01477	CDS	810				hypothetical protein
HNHBCBPK_01478	CDS	894				hypothetical protein
HNHBCBPK_01479	CDS	675				hypothetical protein
HNHBCBPK_01480	CDS	855				hypothetical protein
HNHBCBPK_01481	CDS	864	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
HNHBCBPK_01482	CDS	1581	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
HNHBCBPK_01483	CDS	1581			COG1132	putative ABC transporter ATP-binding/permease protein
HNHBCBPK_01484	CDS	921				hypothetical protein
HNHBCBPK_01485	CDS	921				hypothetical protein
HNHBCBPK_01486	CDS	450				hypothetical protein
HNHBCBPK_01487	CDS	237				hypothetical protein
HNHBCBPK_01488	CDS	885	gla		COG0580	Glycerol facilitator-aquaporin gla
HNHBCBPK_01489	CDS	2283	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
HNHBCBPK_01490	CDS	951		2.4.-.-		putative glycosyltransferase
HNHBCBPK_01491	CDS	1035	add	3.5.4.4	COG1816	Adenosine deaminase
HNHBCBPK_01492	CDS	531	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
HNHBCBPK_01493	CDS	2787	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HNHBCBPK_01494	CDS	711	gpsB_2			Cell cycle protein GpsB
HNHBCBPK_01495	CDS	792				hypothetical protein
HNHBCBPK_01496	CDS	255				hypothetical protein
HNHBCBPK_01497	CDS	711	sepF			Cell division protein SepF
HNHBCBPK_01498	CDS	681	yggS		COG0325	Pyridoxal phosphate homeostasis protein
HNHBCBPK_01499	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
HNHBCBPK_01500	CDS	1365	ftsA		COG0849	Cell division protein FtsA
HNHBCBPK_01501	CDS	516				hypothetical protein
HNHBCBPK_01502	CDS	873		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
HNHBCBPK_01503	CDS	423	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
HNHBCBPK_01504	CDS	1374	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HNHBCBPK_01505	CDS	765	deoD_2	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
HNHBCBPK_01506	CDS	2178	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
HNHBCBPK_01507	CDS	1002	divIB		COG1589	Cell division protein DivIB
HNHBCBPK_01508	CDS	1092	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HNHBCBPK_01509	CDS	1359	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
HNHBCBPK_01510	CDS	384	glnB		COG0347	Nitrogen regulatory protein P-II
HNHBCBPK_01511	CDS	1239	nrgA			Ammonium transporter
HNHBCBPK_01512	CDS	888	lacX			Protein LacX, plasmid
HNHBCBPK_01513	CDS	1224	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
HNHBCBPK_01514	CDS	582				hypothetical protein
HNHBCBPK_01515	CDS	741				hypothetical protein
HNHBCBPK_01516	CDS	465				hypothetical protein
HNHBCBPK_01517	CDS	438				hypothetical protein
HNHBCBPK_01518	CDS	240				hypothetical protein
HNHBCBPK_01519	CDS	306				hypothetical protein
HNHBCBPK_01520	CDS	345				hypothetical protein
HNHBCBPK_01521	CDS	390				hypothetical protein
HNHBCBPK_01522	CDS	219	nrdH_2		COG0695	Glutaredoxin-like protein NrdH
HNHBCBPK_01523	CDS	1629	groL		COG0459	60 kDa chaperonin
HNHBCBPK_01524	CDS	285	groS		COG0234	10 kDa chaperonin
HNHBCBPK_01525	CDS	669		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
HNHBCBPK_01526	CDS	390	ssb_3		COG0629	Single-stranded DNA-binding protein
HNHBCBPK_01527	CDS	624				hypothetical protein
HNHBCBPK_01528	CDS	315	ytpP			Thioredoxin-like protein YtpP
HNHBCBPK_01529	CDS	297				hypothetical protein
HNHBCBPK_01530	CDS	1071	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
HNHBCBPK_01531	CDS	129				hypothetical protein
HNHBCBPK_01532	CDS	780	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HNHBCBPK_01533	CDS	1323				hypothetical protein
HNHBCBPK_01534	CDS	720	agrA_3		COG3279	Accessory gene regulator protein A
HNHBCBPK_01535	CDS	942				hypothetical protein
HNHBCBPK_01536	CDS	1350	glpT		COG2271	Glycerol-3-phosphate transporter
HNHBCBPK_01537	CDS	393	lrgA_2		COG1380	Antiholin-like protein LrgA
HNHBCBPK_01538	CDS	702	lrgB_2		COG1346	Antiholin-like protein LrgB
HNHBCBPK_01539	CDS	1080	mccF_2			Microcin C7 self-immunity protein MccF
HNHBCBPK_01540	CDS	1230				hypothetical protein
HNHBCBPK_01541	CDS	258				hypothetical protein
HNHBCBPK_01542	CDS	363				hypothetical protein
HNHBCBPK_01543	CDS	822		1.6.5.11	COG2070	NADH:quinone reductase
HNHBCBPK_01544	CDS	777	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
HNHBCBPK_01545	CDS	285				hypothetical protein
HNHBCBPK_01546	CDS	342				hypothetical protein
HNHBCBPK_01547	CDS	1155	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
HNHBCBPK_01548	CDS	1359	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
HNHBCBPK_01549	CDS	612	ppaX_2	3.6.1.1	COG0546	Pyrophosphatase PpaX
HNHBCBPK_01550	CDS	765				hypothetical protein
HNHBCBPK_01551	CDS	600				hypothetical protein
HNHBCBPK_01552	CDS	348				hypothetical protein
HNHBCBPK_01553	CDS	1293				hypothetical protein
HNHBCBPK_01554	CDS	921	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
HNHBCBPK_01555	CDS	291				hypothetical protein
HNHBCBPK_01556	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
HNHBCBPK_01557	CDS	822	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
HNHBCBPK_01558	CDS	987	lplJ_2	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
HNHBCBPK_01559	CDS	867	lipA	2.8.1.8		Lipoyl synthase
HNHBCBPK_01560	CDS	240	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
HNHBCBPK_01561	CDS	453				hypothetical protein
HNHBCBPK_01562	CDS	1716	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNHBCBPK_01563	CDS	1743	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNHBCBPK_01564	CDS	1209				hypothetical protein
HNHBCBPK_01565	CDS	735	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
HNHBCBPK_01566	CDS	873				hypothetical protein
HNHBCBPK_01567	CDS	1221	entS_2			Enterobactin exporter EntS
HNHBCBPK_01568	CDS	867				hypothetical protein
HNHBCBPK_01569	CDS	1212	tetA			Tetracycline resistance protein, class C
HNHBCBPK_01570	CDS	465				hypothetical protein
HNHBCBPK_01571	CDS	1263	cinA		COG1058	Putative competence-damage inducible protein
HNHBCBPK_01572	CDS	648	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
HNHBCBPK_01573	CDS	624				hypothetical protein
HNHBCBPK_01574	CDS	1620				hypothetical protein
HNHBCBPK_01575	CDS	2694				hypothetical protein
HNHBCBPK_01576	CDS	702	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
HNHBCBPK_01577	CDS	609				hypothetical protein
HNHBCBPK_01578	CDS	600				Potassium channel
HNHBCBPK_01579	CDS	933	ycjY_1		COG1073	putative protein YcjY
HNHBCBPK_01580	CDS	939	ycjY_2		COG1073	putative protein YcjY
HNHBCBPK_01581	CDS	891				hypothetical protein
HNHBCBPK_01582	CDS	783				hypothetical protein
HNHBCBPK_01583	CDS	573	betI			HTH-type transcriptional regulator BetI
HNHBCBPK_01584	CDS	933	ycjY_3		COG1073	putative protein YcjY
HNHBCBPK_01585	CDS	564	niaX			Niacin transporter NiaX
HNHBCBPK_01586	CDS	627	cutC			Copper homeostasis protein CutC
HNHBCBPK_01587	CDS	1029	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HNHBCBPK_01588	CDS	996				hypothetical protein
HNHBCBPK_01589	CDS	1809			COG1132	putative ABC transporter ATP-binding protein
HNHBCBPK_01590	CDS	1707			COG1132	putative ABC transporter ATP-binding protein
HNHBCBPK_01591	CDS	519				hypothetical protein
HNHBCBPK_01592	CDS	1176	fieF			Ferrous-iron efflux pump FieF
HNHBCBPK_01593	CDS	747				hypothetical protein
HNHBCBPK_01594	CDS	2277	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
HNHBCBPK_01595	CDS	1152	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
HNHBCBPK_01596	CDS	1092				hypothetical protein
HNHBCBPK_01597	CDS	690				hypothetical protein
HNHBCBPK_01598	CDS	126				hypothetical protein
HNHBCBPK_01599	CDS	1182				TelA-like protein
HNHBCBPK_01600	CDS	579				hypothetical protein
HNHBCBPK_01601	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HNHBCBPK_01602	CDS	939	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
HNHBCBPK_01603	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
HNHBCBPK_01604	CDS	534				hypothetical protein
HNHBCBPK_01605	CDS	663				hypothetical protein
HNHBCBPK_01606	CDS	1290	comFA	3.6.4.12	COG4098	ComF operon protein 1
HNHBCBPK_01607	tmRNA	350	ssrA			transfer-messenger RNA, SsrA
HNHBCBPK_01608	CDS	627	yigZ		COG1739	IMPACT family member YigZ
HNHBCBPK_01609	CDS	441				hypothetical protein
HNHBCBPK_01610	CDS	306				hypothetical protein
HNHBCBPK_01611	CDS	486	tpx	1.11.1.15	COG2077	Thiol peroxidase
HNHBCBPK_01612	CDS	816	artP_1		COG0834	Arginine-binding extracellular protein ArtP
HNHBCBPK_01613	CDS	636	glnQ_4		COG1126	Glutamine transport ATP-binding protein GlnQ
HNHBCBPK_01614	CDS	642	yecS_1		COG0765	L-cystine transport system permease protein YecS
HNHBCBPK_01615	CDS	816				hypothetical protein
HNHBCBPK_01616	CDS	1365	mgtE		COG2239	Magnesium transporter MgtE
HNHBCBPK_01617	CDS	882				hypothetical protein
HNHBCBPK_01618	CDS	828	nadK	2.7.1.23	COG0061	NAD kinase
HNHBCBPK_01619	CDS	669	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
HNHBCBPK_01620	CDS	597	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
HNHBCBPK_01621	CDS	669	yecS_2		COG0765	L-cystine transport system permease protein YecS
HNHBCBPK_01622	CDS	843	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
HNHBCBPK_01623	CDS	1737	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
HNHBCBPK_01624	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
HNHBCBPK_01625	CDS	1038	aroH_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
HNHBCBPK_01626	CDS	1041	aroH_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
HNHBCBPK_01627	CDS	2553	secA		COG0653	Protein translocase subunit SecA
HNHBCBPK_01628	CDS	1386	cof	3.6.1.-		HMP-PP phosphatase
HNHBCBPK_01629	CDS	966	ansB	3.5.1.1		L-asparaginase
HNHBCBPK_01630	CDS	1002				hypothetical protein
HNHBCBPK_01631	CDS	1521				hypothetical protein
HNHBCBPK_01632	CDS	636				hypothetical protein
HNHBCBPK_01633	CDS	759				hypothetical protein
HNHBCBPK_01634	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
HNHBCBPK_01635	CDS	1185			COG2081	putative protein
HNHBCBPK_01636	CDS	1491	yjeM			Inner membrane transporter YjeM
HNHBCBPK_01637	CDS	426				hypothetical protein
HNHBCBPK_01638	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HNHBCBPK_01639	CDS	453				hypothetical protein
HNHBCBPK_01640	CDS	552				hypothetical protein
HNHBCBPK_01641	CDS	705	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
HNHBCBPK_01642	CDS	231				hypothetical protein
HNHBCBPK_01643	CDS	1689	rnj1	3.1.-.-		Ribonuclease J 1
HNHBCBPK_01644	CDS	894			COG0330	putative protein
HNHBCBPK_01645	CDS	681				hypothetical protein
HNHBCBPK_01646	CDS	1248	hflX		COG2262	GTPase HflX
HNHBCBPK_01647	CDS	897	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HNHBCBPK_01648	CDS	168				hypothetical protein
HNHBCBPK_01649	CDS	546				hypothetical protein
HNHBCBPK_01650	CDS	435				hypothetical protein
HNHBCBPK_01651	CDS	786	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HNHBCBPK_01652	CDS	924	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
HNHBCBPK_01653	CDS	621	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
HNHBCBPK_01654	CDS	342				hypothetical protein
HNHBCBPK_01655	CDS	1155				hypothetical protein
HNHBCBPK_01656	CDS	885	endA	3.1.30.-		DNA-entry nuclease
HNHBCBPK_01657	CDS	675				hypothetical protein
HNHBCBPK_01658	CDS	465				Protein SprT-like protein
HNHBCBPK_01659	CDS	2130	yhgF		COG2183	Protein YhgF
HNHBCBPK_01660	CDS	1146				hypothetical protein
HNHBCBPK_01661	CDS	864				hypothetical protein
HNHBCBPK_01662	CDS	93				hypothetical protein
HNHBCBPK_01663	CDS	189				hypothetical protein
HNHBCBPK_01664	CDS	915			COG0701	Putative two-component membrane permease complex subunit SMU_747c
HNHBCBPK_01665	CDS	813			COG3689	Putative two-component membrane permease complex subunit SMU_746c
HNHBCBPK_01666	CDS	138				hypothetical protein
HNHBCBPK_01667	CDS	1485	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
HNHBCBPK_01668	CDS	1659	murJ		COG2244	Lipid II flippase MurJ
HNHBCBPK_01669	CDS	1455	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
HNHBCBPK_01670	CDS	780				hypothetical protein
HNHBCBPK_01671	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
HNHBCBPK_01672	CDS	849	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
HNHBCBPK_01673	CDS	1347				hypothetical protein
HNHBCBPK_01674	CDS	1089	yhhT		COG0628	Putative transport protein YhhT
HNHBCBPK_01675	CDS	435		2.3.1.-		Acetyltransferase
HNHBCBPK_01676	tRNA	75				tRNA-Arg(tct)
HNHBCBPK_01677	CDS	1179	brpA		COG1316	Biofilm regulatory protein A
HNHBCBPK_01678	CDS	438	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HNHBCBPK_01679	CDS	1848	typA		COG1217	GTP-binding protein TypA/BipA
HNHBCBPK_01680	CDS	2673		7.2.2.10		Calcium-transporting ATPase 1
HNHBCBPK_01681	CDS	1383		2.1.3.1	COG5016	Methylmalonyl-CoA carboxyltransferase 5S subunit
HNHBCBPK_01682	CDS	531	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
HNHBCBPK_01683	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
HNHBCBPK_01684	CDS	888	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
HNHBCBPK_01685	CDS	309	citD		COG3052	Citrate lyase acyl carrier protein
HNHBCBPK_01686	CDS	1005	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
HNHBCBPK_01687	CDS	138				hypothetical protein
HNHBCBPK_01688	CDS	1116	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
HNHBCBPK_01689	CDS	402	gcdC	7.2.4.5	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
HNHBCBPK_01690	CDS	333				hypothetical protein
HNHBCBPK_01691	CDS	1458	citN_3		COG2851	Citrate transporter
HNHBCBPK_01692	CDS	837	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
HNHBCBPK_01693	CDS	708				hypothetical protein
HNHBCBPK_01694	CDS	846		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
HNHBCBPK_01695	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
HNHBCBPK_01696	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
HNHBCBPK_01697	CDS	351				hypothetical protein
HNHBCBPK_01698	CDS	1014	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
HNHBCBPK_01699	CDS	552				putative protein
HNHBCBPK_01700	tRNA	86				tRNA-Leu(caa)
HNHBCBPK_01701	tRNA	74				tRNA-Gln(ttg)
HNHBCBPK_01702	tRNA	75				tRNA-His(gtg)
HNHBCBPK_01703	tRNA	73				tRNA-Trp(cca)
HNHBCBPK_01704	tRNA	83				tRNA-Tyr(gta)
HNHBCBPK_01705	CDS	396	yodJ_2	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
HNHBCBPK_01706	CDS	1101	hmo	1.1.3.46		4-hydroxymandelate oxidase
HNHBCBPK_01707	CDS	357				hypothetical protein
HNHBCBPK_01708	CDS	684				hypothetical protein
HNHBCBPK_01709	CDS	630				hypothetical protein
HNHBCBPK_01710	CDS	807				hypothetical protein
HNHBCBPK_01711	CDS	1086	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
HNHBCBPK_01712	CDS	1170		1.17.1.9		Formate dehydrogenase, mitochondrial
HNHBCBPK_01713	CDS	654				hypothetical protein
HNHBCBPK_01714	CDS	1083	pbpE		COG1680	Penicillin-binding protein 4*
HNHBCBPK_01715	CDS	1149				hypothetical protein
HNHBCBPK_01716	CDS	210				hypothetical protein
HNHBCBPK_01717	CDS	915	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNHBCBPK_01718	CDS	771				hypothetical protein
HNHBCBPK_01719	CDS	504				hypothetical protein
HNHBCBPK_01720	CDS	738				hypothetical protein
HNHBCBPK_01721	CDS	693				hypothetical protein
HNHBCBPK_01722	CDS	501	rplJ			50S ribosomal protein L10
HNHBCBPK_01723	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
HNHBCBPK_01724	CDS	447	elaA_1		COG2153	Protein ElaA
HNHBCBPK_01725	CDS	849				hypothetical protein
HNHBCBPK_01726	CDS	783				hypothetical protein
HNHBCBPK_01727	CDS	531				hypothetical protein
HNHBCBPK_01728	CDS	198				hypothetical protein
HNHBCBPK_01729	CDS	852				hypothetical protein
HNHBCBPK_01730	CDS	93				hypothetical protein
HNHBCBPK_01731	CDS	804				hypothetical protein
HNHBCBPK_01732	CDS	915				hypothetical protein
HNHBCBPK_01733	CDS	999				hypothetical protein
HNHBCBPK_01734	CDS	1806	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
HNHBCBPK_01735	CDS	999				hypothetical protein
HNHBCBPK_01736	CDS	687				hypothetical protein
HNHBCBPK_01737	CDS	339				hypothetical protein
HNHBCBPK_01738	CDS	402				hypothetical protein
HNHBCBPK_01739	CDS	825	katA_1	1.11.1.6	COG0753	Vegetative catalase
HNHBCBPK_01740	CDS	336	katA_2	1.11.1.6	COG0753	Vegetative catalase
HNHBCBPK_01741	CDS	195	katA_3	1.11.1.6	COG0753	Vegetative catalase
HNHBCBPK_01742	CDS	1071	xerS		COG0582	Tyrosine recombinase XerS
HNHBCBPK_01743	CDS	1329	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
HNHBCBPK_01744	CDS	2115	topA	5.6.2.1		DNA topoisomerase 1
HNHBCBPK_01745	CDS	840	dprA		COG0758	DNA processing protein DprA
HNHBCBPK_01746	CDS	228				hypothetical protein
HNHBCBPK_01747	CDS	780	rnhB	3.1.26.4	COG0164	Ribonuclease HII
HNHBCBPK_01748	CDS	870	rbgA		COG1161	Ribosome biogenesis GTPase A
HNHBCBPK_01749	CDS	399				hypothetical protein
HNHBCBPK_01750	CDS	339				hypothetical protein
HNHBCBPK_01751	CDS	759	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
HNHBCBPK_01752	CDS	879				hypothetical protein
HNHBCBPK_01753	CDS	993				hypothetical protein
HNHBCBPK_01754	CDS	495				hypothetical protein
HNHBCBPK_01755	CDS	351				hypothetical protein
HNHBCBPK_01756	CDS	1650	rqcH		COG1293	Rqc2 RqcH
HNHBCBPK_01757	CDS	981	ldh1	1.1.1.27	COG0039	L-lactate dehydrogenase 1
HNHBCBPK_01758	CDS	780				hypothetical protein
HNHBCBPK_01759	CDS	957				hypothetical protein
HNHBCBPK_01760	CDS	1065				hypothetical protein
HNHBCBPK_01761	CDS	1524	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
HNHBCBPK_01762	CDS	1059	tmpC_1		COG1744	Membrane lipoprotein TmpC
HNHBCBPK_01763	CDS	1053	tmpC_2		COG1744	Membrane lipoprotein TmpC
HNHBCBPK_01764	CDS	981				hypothetical protein
HNHBCBPK_01765	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
HNHBCBPK_01766	CDS	666	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
HNHBCBPK_01767	CDS	1284	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
HNHBCBPK_01768	CDS	591	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
HNHBCBPK_01769	CDS	552				hypothetical protein
HNHBCBPK_01770	CDS	921	coaA	2.7.1.33	COG1072	Pantothenate kinase
HNHBCBPK_01771	CDS	318	czrA		COG0640	HTH-type transcriptional repressor CzrA
HNHBCBPK_01772	CDS	1884	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
HNHBCBPK_01773	CDS	579				hypothetical protein
HNHBCBPK_01774	CDS	1056				hypothetical protein
HNHBCBPK_01775	CDS	834				hypothetical protein
HNHBCBPK_01776	CDS	858				hypothetical protein
HNHBCBPK_01777	CDS	1557	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
HNHBCBPK_01778	CDS	447				hypothetical protein
HNHBCBPK_01779	CDS	396				hypothetical protein
HNHBCBPK_01780	CDS	501				hypothetical protein
HNHBCBPK_01781	CDS	222				hypothetical protein
HNHBCBPK_01782	CDS	222				hypothetical protein
HNHBCBPK_01783	CDS	1185				hypothetical protein
HNHBCBPK_01784	CDS	1269				hypothetical protein
HNHBCBPK_01785	CDS	1599				hypothetical protein
HNHBCBPK_01786	CDS	375				hypothetical protein
HNHBCBPK_01787	CDS	315				hypothetical protein
HNHBCBPK_01788	CDS	963	auaH	1.1.1.394		Aurachin B dehydrogenase
HNHBCBPK_01789	CDS	360				hypothetical protein
HNHBCBPK_01790	CDS	2319				hypothetical protein
HNHBCBPK_01791	CDS	204				hypothetical protein
HNHBCBPK_01792	CDS	462				hypothetical protein
HNHBCBPK_01793	CDS	771				hypothetical protein
HNHBCBPK_01794	CDS	456				hypothetical protein
HNHBCBPK_01795	CDS	456				hypothetical protein
HNHBCBPK_01796	CDS	210				hypothetical protein
HNHBCBPK_01797	CDS	501				hypothetical protein
HNHBCBPK_01798	CDS	612				hypothetical protein
HNHBCBPK_01799	CDS	423				hypothetical protein
HNHBCBPK_01800	CDS	588				hypothetical protein
HNHBCBPK_01801	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
HNHBCBPK_01802	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
HNHBCBPK_01803	CDS	147				hypothetical protein
HNHBCBPK_01804	CDS	1353	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
HNHBCBPK_01805	CDS	642				hypothetical protein
HNHBCBPK_01806	CDS	246				hypothetical protein
HNHBCBPK_01807	CDS	177				hypothetical protein
HNHBCBPK_01808	CDS	1143				hypothetical protein
HNHBCBPK_01809	CDS	747				hypothetical protein
HNHBCBPK_01810	CDS	882				hypothetical protein
HNHBCBPK_01811	CDS	453				hypothetical protein
HNHBCBPK_01812	CDS	804	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HNHBCBPK_01813	CDS	1299				hypothetical protein
HNHBCBPK_01814	CDS	1308	rnj	3.1.-.-		Ribonuclease J
