Gene	Length in bp	Product	streptococcus_00338	streptococcus_00492	streptococcus_00647	streptococcus_00687	streptococcus_00848	streptococcus_01459	streptococcus_01579	streptococcus_01671	streptococcus_01846	streptococcus_01957	streptococcus_02138	streptococcus_02303	streptococcus_02547	streptococcus_02589	streptococcus_02810	streptococcus_02913	streptococcus_03320	streptococcus_03323	streptococcus_03583	streptococcus_03736	streptococcus_05066	streptococcus_05266	streptococcus_05891	streptococcus_06027	streptococcus_06044	streptococcus_06406	streptococcus_06619	streptococcus_07100	streptococcus_07362	streptococcus_07418	streptococcus_07471	streptococcus_07513	streptococcus_07634	streptococcus_07803	streptococcus_07892	streptococcus_08153	streptococcus_08188	streptococcus_08517	streptococcus_08552	streptococcus_09064	streptococcus_09441	streptococcus_09488	streptococcus_10028	streptococcus_10038	streptococcus_10413	streptococcus_10801	streptococcus_11097	streptococcus_11764	streptococcus_11901
N/A	138-1035	hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
btuD_1,btuD_2,btuD_3,btuD_4,btuD_5,btuD_6,btuD_7,cydD,irtB,msbA,ndvA,yheI	195-1785	ATP-binding/permease protein CydD,Beta-(1-->2)glucan export ATP-binding/permease protein NdvA,Iron import ATP-binding/permease protein IrtB,Lipid A export ATP-binding/permease protein MsbA,Putative multidrug export ATP-binding/permease protein,Vitamin B12 import ATP-binding protein BtuD,hypothetical protein,putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding/permease protein,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lacF_2,melD,melD_1,melD_2,melD_3,ngcF,ycjO	867-930	Diacetylchitobiose uptake system permease protein NgcF,Inner membrane ABC transporter permease protein YcjO,Lactose transport system permease protein LacF,Melibiose/raffinose/stachyose import permease protein MelD	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bmrA,bmrA_1,bmrA_2,lmrA,lmrA_1,lmrA_2,lmrA_3,yheI_1	153-1743	Multidrug resistance ABC transporter ATP-binding and permease protein,Multidrug resistance ABC transporter ATP-binding/permease protein BmrA,Putative multidrug export ATP-binding/permease protein,hypothetical protein,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
gtfC_1,lytA_3,toxA	132-4389	Autolysin,Glucosyltransferase-SI,Toxin A,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0
gmuC,lacE,licC,licC_1,licC_2,licC_3,licC_4,licC_5	165-1707	Lichenan permease IIC component,PTS system lactose-specific EIICB component,PTS system oligo-beta-mannoside-specific EIIC component,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
capA	114-1293	Capsule biosynthesis protein CapA,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
fruA,fruA_1,fruA_2,fruA_3,manP,mngA	312-1968	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component,PTS system fructose-specific EIIABC component,PTS system fructose-specific EIIB'BC component,PTS system mannose-specific EIIBCA component	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
N/A	93-930	hypothetical protein	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0
lcnD,lcnD_1,lcnD_2,lcnD_3,lcnD_4,lcnD_5	153-1404	Lactococcin A secretion protein LcnD,hypothetical protein	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0
N/A	165-249	hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
intQ,xerC,xerC_1,xerC_2,xerC_3,xerC_4,xerC_5,xerC_6,xerC_7,xerC_8,xerD,xerD_1,xerS	267-1071	Putative defective protein IntQ,Tyrosine recombinase XerC,Tyrosine recombinase XerD,Tyrosine recombinase XerS,hypothetical protein	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
amyX,glgX,glgX_1,glgX_2	2052-6309	Glycogen debranching enzyme,Pullulanase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	183-681	IS630 family transposase ISSpn2,IS630 family transposase ISStso1,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0
N/A	162-597	IS630 family transposase ISSpn2,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0
bcgIA,hsdM	540-2106	Restriction enzyme BgcI subunit alpha,Type I restriction enzyme EcoKI M protein,hypothetical protein,putative type I restriction enzymeP M protein	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
epsL,pglC,pglC_1,pglC_2,wcaJ	549-1392	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase,hypothetical protein,putative sugar transferase EpsL	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
manZ_1,manZ_2,manZ_3,manZ_4,manZ_5	801-927	PTS system mannose-specific EIID component	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
celA,celA_1,celA_2,celA_3,gmuB,licB,ptcB	306-321	Lichenan-specific phosphotransferase enzyme IIB component,PTS system cellobiose-specific EIIB component,PTS system oligo-beta-mannoside-specific EIIB component	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
celB,gmuC,licC_1,licC_2,licC_3,licC_4,licC_5	429-1380	Lichenan permease IIC component,PTS system cellobiose-specific EIIC component,PTS system oligo-beta-mannoside-specific EIIC component,hypothetical protein	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
capD,fcl,pglF,pglF_1,rmlD,rmlD_1,rmlD_2	309-1851	GDP-L-fucose synthase,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,UDP-glucose 4-epimerase,dTDP-4-dehydrorhamnose reductase,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
glvR,murR,murR_1,murR_2,murR_3,murR_4,murR_5,murR_6,rpiR,ybbH,ybbH_1,ybbH_2	276-888	HTH-type transcriptional regulator GlvR,HTH-type transcriptional regulator MurR,HTH-type transcriptional regulator RpiR,hypothetical protein,putative HTH-type transcriptional regulator YbbH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nudC	159-477	NADH pyrophosphatase,hypothetical protein	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rcsC_2,sasA_1,sasA_2,sasA_3,sasA_4	276-1392	Adaptive-response sensory-kinase SasA,Sensor histidine kinase RcsC,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
metY,metY_1,metY_2	90-1281	O-acetyl-L-homoserine sulfhydrylase,hypothetical protein	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
N/A	135-960	hypothetical protein	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1
ccpA_1,ccpA_2,kdgR_2,malR,malR_1,malR_2	183-1038	Catabolite control protein A,HTH-type transcriptional regulator KdgR,HTH-type transcriptional regulator MalR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
btuD_1,btuD_2,btuD_3,btuD_4,btuD_6,cmpD,fetA,opuAA,opuBA,opuCA,opuCA_1,opuCA_2,opuCA_3,osmV,potA_1	249-1278	Bicarbonate transport ATP-binding protein CmpD,Carnitine transport ATP-binding protein OpuCA,Choline transport ATP-binding protein OpuBA,Glycine betaine transport ATP-binding protein OpuAA,Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA,Osmoprotectant import ATP-binding protein OsmV,Spermidine/putrescine import ATP-binding protein PotA,Vitamin B12 import ATP-binding protein BtuD,putative iron export ATP-binding protein FetA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
iolG,iolG_1,iolG_2,iolU,iolU_1,iolU_2,yjhC,yjhC_1,yjhC_2	159-1110	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,hypothetical protein,putative oxidoreductase YjhC,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lytA_1,lytA_2,lytA_3,lytB_1,lytB_2,smc_1,smc_2,toxA	195-2676	Autolysin,Chromosome partition protein Smc,Putative endo-beta-N-acetylglucosaminidase,Toxin A,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0
N/A	228-633	IS1182 family transposase ISSmi2,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
sipU,spsB,spsB_1,spsB_2,spsB_3	444-630	Signal peptidase I U,Signal peptidase IB,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	417-1572	IS1380 family transposase ISSpn5,IS1380 family transposase ISSsu5,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
levD,manX,manX_1,manX_2,manX_3,manX_4	432-1023	PTS system fructose-specific EIIA component,PTS system mannose-specific EIIAB component,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blaSE,lytA_1,lytA_2,lytA_3	195-1314	Autolysin,Glutamyl endopeptidase,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0
cdr,cdr_1,cdr_2,nox,noxE,npr,thcD	900-2472	Coenzyme A disulfide reductase,NADH oxidase,NADH peroxidase,Rhodocoxin reductase,putative NADH oxidase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	174-885	hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
thiM,thiM_1,thiM_2	771-804	Hydroxyethylthiazole kinase	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
alaA,dapX,vioD	1122-1239	Capreomycidine synthase,Glutamate-pyruvate aminotransferase AlaA,putative N-acetyl-LL-diaminopimelate aminotransferase	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lacE,lacE_1,lacE_2,lacE_3	183-1707	PTS system lactose-specific EIICB component,hypothetical protein	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ctpE,ctpF,pacL	141-2793	Calcium-transporting ATPase,Calcium-transporting ATPase 1,Calcium-transporting ATPase CtpE,hypothetical protein,putative cation-transporting ATPase F	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rlhA	264-1293	23S rRNA 5-hydroxycytidine synthase,hypothetical protein	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
baeR,cusR,hssR,phoB,phoP,regX3,srrA,srrA_1,walR,walR_1,walR_2	495-711	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,Heme response regulator HssR,Phosphate regulon transcriptional regulatory protein PhoB,Sensory transduction protein regX3,Transcriptional regulatory protein BaeR,Transcriptional regulatory protein CusR,Transcriptional regulatory protein SrrA,Transcriptional regulatory protein WalR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	429-897	hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	210-1887	hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
N/A	231-786	hypothetical protein	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0
iga,iga_1,iga_2	156-7104	Immunoglobulin A1 protease,hypothetical protein	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0
levE,levE_1,levE_2,manX_1,manX_2,manX_3,sorB,sorB_1,sorB_2,sorB_3,sorB_4	471-504	PTS system fructose-specific EIIB component,PTS system mannose-specific EIIAB component,PTS system sorbose-specific EIIB component,putative phosphotransferase enzyme IIB component	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ply,ply_1,ply_2,slo	423-1716	Pneumolysin,Streptolysin O,hypothetical protein	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
N/A	105-474	IS200/IS605 family transposase ISDha13,IS200/IS605 family transposase ISPlu5,IS200/IS605 family transposase ISSpn6,IS200/IS605 family transposase ISSsu4,IS200/IS605 family transposase ISStin10,hypothetical protein	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ssb_1,ssb_2,ssb_3,ssb_4	399-576	Single-stranded DNA-binding protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
btuD_2,btuD_3,cmpC,cmpD,fpuC,msmX_1,opuCA,potA_1,potA_2,thiQ,yxdL_1,yxdL_2	738-804	ABC transporter ATP-binding protein YxdL,Bicarbonate transport ATP-binding protein CmpC,Bicarbonate transport ATP-binding protein CmpD,Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA,Oligosaccharides import ATP-binding protein MsmX,Petrobactin import ATP-binding protein FpuC,Spermidine/putrescine import ATP-binding protein PotA,Thiamine import ATP-binding protein ThiQ,Vitamin B12 import ATP-binding protein BtuD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	111-936	hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	243-1083	hypothetical protein	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
agaC,agaC_1,agaC_2,sorC_1,sorC_2	774-867	N-acetylgalactosamine permease IIC component 1,PTS system sorbose-specific EIIC component,hypothetical protein	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
nanE,nanE_1,nanE_2,nanE_3	432-729	Putative N-acetylmannosamine-6-phosphate 2-epimerase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
btuD_2,pstB,ykoD,ykoD_1,ykoD_2,ykoD_3	255-1449	Phosphate import ATP-binding protein PstB,Putative HMP/thiamine import ATP-binding protein YkoD,Vitamin B12 import ATP-binding protein BtuD,hypothetical protein	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
N/A	195-1047	hypothetical protein,putative protein	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1
N/A	204-1569	hypothetical protein	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
ltrA,ltrA_1,ltrA_2	120-1812	Group II intron-encoded protein LtrA,hypothetical protein	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1
lacC_1,lacC_2,lacC_3,lacC_4,lacC_5	153-936	Tagatose-6-phosphate kinase,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gatA_1,gatA_2	105-870	PTS system galactitol-specific EIIA component,hypothetical protein	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1
N/A	141-336	hypothetical protein	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
N/A	180-969	hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0
dinB,dinB_1,dinB_2,dinB_3,dinB_4,dinB_5	201-1428	DNA polymerase IV,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
slmA	237-636	Nucleoid occlusion factor SlmA,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ccpA,ccpA_1,ccpA_2,ccpB	942-1011	Catabolite control protein A,Catabolite control protein B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
leuA,leuA_1,leuA_2,leuA_3	180-1566	2-isopropylmalate synthase,hypothetical protein	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
arcD,rocC,rocE,serP1,serP2,yhdG	306-1557	Amino-acid permease RocC,Amino-acid permease RocE,Arginine/ornithine antiporter,DL-alanine permease SerP2,Serine permease SerP1,putative amino acid permease YhdG,putative transporter	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
endA,endA_1,endA_2	315-1173	DNA-entry nuclease,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	429-900	hypothetical protein	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
N/A	102-2709	hypothetical protein	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0
N/A	180-1353	IS66 family transposase ISCth11,IS66 family transposase ISDeal1,IS66 family transposase ISRob1,IS66 family transposase ISSwo2,hypothetical protein	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0
hmo,hmo_1,hmo_2	147-1182	4-hydroxymandelate oxidase,hypothetical protein	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1
mngR,nagR,nagR_1,nagR_2,nagR_3	354-744	HTH-type transcriptional repressor NagR,Mannosyl-D-glycerate transport/metabolism system repressor MngR,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	843-864	DegV domain-containing protein,Fatty acid-binding protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bshA,bshA_1,mshA,mshA_2	252-1206	D-inositol-3-phosphate glycosyltransferase,N-acetyl-alpha-D-glucosaminyl L-malate synthase,hypothetical protein	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
gldA,gldA_1,gldA_2,hcxA	957-1095	Glycerol dehydrogenase,Hydroxycarboxylate dehydrogenase A,hypothetical protein	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	213-417	IS630 family transposase IS630-Spn1,IS630 family transposase ISSsu3,hypothetical protein	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0
